16,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 16, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 2500, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 2500, 'log_activations_every': 2500, 'log_ckpt_every': 50000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/home/imanol/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpiq5rtru0/throughput_results_bsz16.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz16_sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA GeForce RTX 3090,361.09375,347.59912109375,8192,42.632388251168386,2.0720693039358085,23.456344835961517,1.1403744614951754,192154,False,326.74 G,154.62 GMACs,27.55 M
24,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 24, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 2500, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 2500, 'log_activations_every': 2500, 'log_ckpt_every': 50000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/home/imanol/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpiq5rtru0/throughput_results_bsz24.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz24_sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA GeForce RTX 3090,361.09375,347.63037109375,12288,57.1943359375,0.27450564657923143,17.484248809056293,0.08393542368672553,214846,False,490.11 G,231.93 GMACs,27.55 M
32,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 32, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 2500, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 2500, 'log_activations_every': 2500, 'log_ckpt_every': 50000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/home/imanol/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpiq5rtru0/throughput_results_bsz32.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz32_sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA GeForce RTX 3090,361.09375,347.66162109375,16384,73.25077492850167,0.2769387903339834,13.651732708303442,0.051391592552202485,223670,False,653.48 G,309.24 GMACs,27.55 M
40,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 40, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 2500, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 2500, 'log_activations_every': 2500, 'log_ckpt_every': 50000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/home/imanol/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpiq5rtru0/throughput_results_bsz40.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz40_sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA GeForce RTX 3090,361.09375,347.69287109375,20480,87.69813646589007,1.4664083842690516,11.402750848519421,0.1847010589963349,233528,False,816.85 G,386.55 GMACs,27.55 M
48,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 48, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 2500, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 2500, 'log_activations_every': 2500, 'log_ckpt_every': 50000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/home/imanol/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpiq5rtru0/throughput_results_bsz48.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz48_sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA GeForce RTX 3090,361.09375,347.72412109375,24576,108.04565756661552,1.3433769388251189,9.255346512963284,0.11486902709479758,227459,False,980.22 G,463.86 GMACs,27.55 M
56,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 56, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 2500, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 2500, 'log_activations_every': 2500, 'log_ckpt_every': 50000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/home/imanol/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpiq5rtru0/throughput_results_bsz56.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz56_sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA GeForce RTX 3090,361.09375,347.75537109375,28672,123.29146957397461,2.2377799252993356,8.110861225480017,0.1459088435338152,232555,False,1143.59 G,541.17 GMACs,27.55 M
64,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 64, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 2500, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 2500, 'log_activations_every': 2500, 'log_ckpt_every': 50000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/home/imanol/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpiq5rtru0/throughput_results_bsz64.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz64_sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA GeForce RTX 3090,361.09375,347.78662109375,32768,138.14274052211218,1.9893935216285399,7.238889254842403,0.10337219016753314,237204,False,1306.96 G,618.48 GMACs,27.55 M
72,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 72, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 2500, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 2500, 'log_activations_every': 2500, 'log_ckpt_every': 50000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/home/imanol/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpiq5rtru0/throughput_results_bsz72.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz72_sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA GeForce RTX 3090,361.09375,347.818359375,36864,158.82340676443917,1.446413316043307,6.296301158450542,0.05689228102644887,232107,False
80,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 80, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 2500, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 2500, 'log_activations_every': 2500, 'log_ckpt_every': 50000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/home/imanol/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpiq5rtru0/throughput_results_bsz80.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz80_sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA GeForce RTX 3090,361.09375,347.849609375,40960,175.7117429460798,2.040257848940795,5.691139267264951,0.06591699806780983,233109,False
88,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 88, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 2500, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 2500, 'log_activations_every': 2500, 'log_ckpt_every': 50000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/home/imanol/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpiq5rtru0/throughput_results_bsz88.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz88_sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA GeForce RTX 3090,361.09375,347.880859375,45056,191.26217433384485,1.024294938753204,5.22842534590513,0.028303540561397524,235572,False
96,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 96, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 2500, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 2500, 'log_activations_every': 2500, 'log_ckpt_every': 50000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/home/imanol/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpiq5rtru0/throughput_results_bsz96.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz96_sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA GeForce RTX 3090,361.09375,347.912109375,49152,207.14168657575334,2.0288225254765684,4.827613487806049,0.04742805006972824,237287,False
97,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 97, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 2500, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 2500, 'log_activations_every': 2500, 'log_ckpt_every': 50000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/home/imanol/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpiq5rtru0/throughput_results_bsz97.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz97_sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA GeForce RTX 3090,361.09375,349.791015625,49664,208.04351806640625,1.8142925700315105,4.806686645631545,0.0418302145888697,238719,False
98,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 97, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 2500, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 2500, 'log_activations_every': 2500, 'log_ckpt_every': 50000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/home/imanol/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpiq5rtru0/throughput_results_bsz97.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz97_sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA GeForce RTX 3090,0,0,0,0,0,0,0,0,True
100,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 97, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 2500, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 2500, 'log_activations_every': 2500, 'log_ckpt_every': 50000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/home/imanol/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpiq5rtru0/throughput_results_bsz97.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz97_sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA GeForce RTX 3090,0,0,0,0,0,0,0,0,True
104,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 97, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 2500, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 2500, 'log_activations_every': 2500, 'log_ckpt_every': 50000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/home/imanol/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpiq5rtru0/throughput_results_bsz97.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz97_sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA GeForce RTX 3090,0,0,0,0,0,0,0,0,True
1,16384,small,False,512,12,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 1, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 2500, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 2500, 'log_activations_every': 2500, 'log_ckpt_every': 50000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 12, 'h_dim': 768, 'mlp_dim': 3072, 'head_dim': 64, 'n_heads': 12, 'project_path': '/home/imanol/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpvf9d021p/throughput_results_bsz1.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz1_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl12_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,110615040,98032128,NVIDIA GeForce RTX 3090,1190.462890625,1318.15576171875,512,51.256164005824495,0.2726918638608607,19.509848608381326,0.10332154258413465,9989,False,109.61 G,49.93 GMACs,110.62 M
8,16384,small,False,512,12,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 8, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 2500, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 2500, 'log_activations_every': 2500, 'log_ckpt_every': 50000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 12, 'h_dim': 768, 'mlp_dim': 3072, 'head_dim': 64, 'n_heads': 12, 'project_path': '/home/imanol/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpvf9d021p/throughput_results_bsz8.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz8_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl12_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,110615040,98032128,NVIDIA GeForce RTX 3090,1190.462890625,1324.18310546875,4096,92.12485613141742,0.31037180784544915,10.85483377660298,0.036441364121465,44461,False,876.86 G,399.43 GMACs,110.62 M
16,16384,small,False,512,12,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 16, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 2500, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 2500, 'log_activations_every': 2500, 'log_ckpt_every': 50000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 12, 'h_dim': 768, 'mlp_dim': 3072, 'head_dim': 64, 'n_heads': 12, 'project_path': '/home/imanol/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpvf9d021p/throughput_results_bsz16.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz16_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl12_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,110615040,98032128,NVIDIA GeForce RTX 3090,1190.462890625,1360.21435546875,8192,163.62713841029577,0.9100895206447419,6.111455652866676,0.033573710858278615,50065,False
24,16384,small,False,512,12,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 24, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 2500, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 2500, 'log_activations_every': 2500, 'log_ckpt_every': 50000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 12, 'h_dim': 768, 'mlp_dim': 3072, 'head_dim': 64, 'n_heads': 12, 'project_path': '/home/imanol/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpvf9d021p/throughput_results_bsz24.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz24_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl12_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,110615040,98032128,NVIDIA GeForce RTX 3090,1190.462890625,1308.74560546875,12288,234.08304704938615,0.4428420116509898,4.2719881367104,0.008059176646269381,52494,False
